TEI,TEO,TCI,TCO,Evap.Tons,kW,TEA,TCA,TRE,PRE,TRC,PRC,TRC_sub,T_suc,Tsh_suc,TR_dis,Tsh_dis,TO_sump,fault,level
53.8,49.9,64.24,67.84,35.2,34.62,8,2.3,42,37.1,69.9,71,4.2,49,7.2,122.2,52.6,114.5,rl,2
56.87,47.77,85.66,94.25,81.2,78.04,7.4,4.7,40.1,35.1,99,122.1,9.6,44.6,4.5,124,25,116,rl,2
56.5,47.36,85.7,94.38,82.61,79.62,7.8,4.9,39.5,34.6,99,122.1,9.8,44.3,4.5,124.2,25.2,116,rl,2
56.34,47.28,85.57,94.29,81.69,79.61,7.5,4.9,39.5,34.6,99,122.1,9.8,44.3,4.3,124.5,25.3,115.7,rl,2
56.26,47.15,85.57,94.21,81.14,79.59,7.5,4.9,39.5,34.6,99,122.1,9.6,44.1,4.7,124.5,25.2,116,rl,2
52.49,46.21,86.23,92.25,56.62,61.74,6.1,3.6,40,35,95.3,115.2,6.6,44.4,4.4,127.4,32.1,116.4,rl,2
52.37,46.05,86.27,92.37,56.46,61.55,5.8,3.9,40.1,35.1,96,116.1,7,44.3,4.2,127.7,31.7,116.4,rl,2
52.25,45.88,86.27,92.37,56.94,61.56,5.7,3,40.1,35.1,95.3,114.7,6.8,44.3,4.2,127.4,31.7,116.4,rl,2
52.12,45.84,86.31,92.45,56.49,61.29,5.7,3.2,40.1,35.1,95.5,115.2,6.6,44.1,4,127.1,31.9,116.7,rl,2
52,45.72,86.31,92.41,56.18,61.24,5.5,3,40.1,35.1,95.3,114.7,6.4,43.9,3.9,127.1,32.1,116.7,rl,2
51.84,45.56,86.27,92.37,56.24,61.34,5.3,3,40.1,35.1,95.5,114.7,6.6,43.9,3.8,126.8,31.6,116.7,rl,2
51.8,45.48,86.23,92.33,56.62,61.25,5.3,3.4,40.1,35.1,95.5,115.2,6.4,43.8,3.7,126.8,31.5,116.7,rl,2
51.75,45.48,86.19,92.33,56.17,61.17,5.4,3,40,35,95.3,114.7,6.4,43.8,3.7,126.8,31.5,116.9,rl,2
49.38,45.84,85.66,89.22,31.74,45.65,5.1,2.2,40.8,35.8,91.2,106.7,4.4,45.3,4.5,141,49.8,118.1,rl,2
49.5,45.97,85.66,89.26,31.54,45.66,5.1,2,40.8,35.9,91,106.2,4.6,45.4,4.4,141,50,118.3,rl,2
49.54,45.93,85.74,89.34,32.38,45.77,5.1,1.8,40.8,35.9,91,106.2,4.2,45.4,4.6,140.7,49.7,118.8,rl,2
49.54,46.01,85.78,89.38,31.81,45.32,5.1,1.8,41,36.1,91.5,106.2,4.7,45.4,4.3,141,49.8,118.8,rl,2
49.54,46.01,85.82,89.42,31.57,45.83,5.1,1.6,40.8,35.9,91,106.2,4.2,45.4,4.6,141,50,119.2,rl,2
49.63,46.01,85.9,89.5,32.31,45.89,4.9,1.8,41.2,36.3,91.2,106.7,4.4,45.6,4.6,141.3,49.8,119.2,rl,2
49.58,46.01,85.94,89.58,32.08,45.44,5.3,2,40.8,35.9,91.2,106.7,4.5,45.6,4.8,141.3,50.1,119.5,rl,2
49.58,45.97,85.7,89.38,32.46,45.83,5.3,1.7,40.8,35.8,90.7,105.7,3.9,45.6,4.8,141.3,50.6,119.7,rl,2
57.36,46.09,76.32,87.05,101.4,83.65,7.9,6.4,38.2,33.4,93,110.2,11.2,42.4,4.2,114.9,22.1,114.5,rl,2
57.28,46.01,76.32,87.05,101.5,83.75,7.9,6.1,38,33.2,92.7,109.7,11.5,42.2,4.2,114.9,22.2,114.5,rl,2
51.1,44.98,76.2,82.13,54.66,52.34,5.7,3.4,39.1,34.2,85.2,95.8,6.1,43.2,4.1,116.7,31.7,113.6,rl,2
51.14,44.86,76.16,82.17,56.45,52.95,5.9,2.9,38.9,34,85.5,95.3,6.4,43,4.1,117.1,31.6,113.1,rl,2
51.02,44.74,76.2,82.21,56.29,52.61,5.7,3.3,38.9,34,85.5,96.3,5.7,42.9,3.8,116.7,31.8,113.1,rl,2
50.94,44.66,76.2,82.21,56.2,52.31,5.5,3.2,39.1,34.2,85.2,95.8,6.1,42.9,4,116.7,31.5,113.1,rl,2
50.89,44.62,76.2,82.17,56.29,52.22,5.5,3.4,39.1,34.2,85.2,95.8,5.4,42.9,3.8,116.7,31.5,113.1,rl,2
50.89,44.62,76.2,82.21,56.13,52.3,5.5,3.5,39.1,34.2,85.5,96.3,6,42.9,3.8,116.9,31.2,113.1,rl,2
48.36,45.31,75.79,78.82,27.33,37.26,5,1.5,40.3,35.3,80.4,87.4,3.7,44.9,4.5,136.5,55.8,115.6,rl,2
48.36,45.31,75.83,78.82,27.3,37.26,5,1.5,40.4,35.4,80.4,87.4,3.3,44.9,4.6,136.8,56.7,115.7,rl,2
48.32,45.27,75.83,78.86,27.11,37.29,5,1.7,40.3,35.3,80.4,87.4,3.3,44.9,4.5,137.1,56.4,116.2,rl,2
48.32,45.27,75.83,78.9,27.34,37.24,5,1.7,40.4,35.3,81,88.4,3.3,44.9,4.6,136.8,56.1,116.9,rl,2
48.27,45.23,75.83,78.86,27.3,37.25,4.9,1.5,40.4,35.4,81,87.4,3.9,44.9,4.7,137.1,55.8,117.1,rl,2
48.32,45.27,75.83,78.82,27.27,37.32,4.9,1.7,40.4,35.4,80.4,87.4,3.7,45.1,4.8,137.1,56.4,117.6,rl,2
48.27,45.27,75.83,78.86,26.73,37.3,5.2,1.5,40.1,35.1,80.4,87.4,3.4,45.1,4.7,137.1,56.7,117.8,rl,2
48.27,45.23,75.83,78.86,27.16,37.27,4.9,2,40.4,35.4,80.7,87.9,3.3,44.9,4.5,137.1,56.7,117.8,rl,2
58.18,47.15,72.72,83.03,99.04,75.32,8.8,6.1,38.2,33.4,88.9,102.3,11.2,43.2,5,111.1,22,114.9,rl,2
57.73,46.42,72.88,83.57,101.2,79.38,8.7,6.4,37.6,32.9,89.9,104.2,11.6,42.2,4.6,111.8,21.9,113.6,rl,2
57.53,45.88,73.09,84.06,105,82.76,8.1,6.2,37.7,33,90.2,104.7,11.5,41.9,4.2,112,21.8,113.1,rl,2
51.43,44,66.33,73.33,67.2,49.36,5.8,3.9,38.5,33.7,76.6,81.4,6.5,41.9,3.6,104.7,28.1,110.7,rl,2
51.67,44.37,66.29,73.13,65.28,49.61,6.7,4.1,37.6,32.9,76.9,81.9,6.6,42.2,4.6,105.3,28.5,110.3,rl,2
51.75,44.45,66.33,73.13,65.33,49.56,6.8,4.1,37.6,32.9,76.9,81.9,6.5,42.2,4.6,105.3,28.7,110.3,rl,2
51.84,44.45,66.29,73.13,66.51,49.8,6.7,4.1,37.6,32.9,76.9,81.9,6.9,42,4.4,105.5,28.6,110.1,rl,2
51.84,44.45,66.29,73.13,66.18,49.91,6.7,4.1,37.6,32.9,76.9,81.9,6.9,42,4.6,105.5,28.6,110.1,rl,2
48.85,45.19,66.53,70.18,32.81,35.64,5.3,1.8,40,35,71.6,73.5,3,44.4,4.6,121.7,50.1,111.1,rl,2
48.68,45.07,66.45,70.05,32.3,35.61,5.1,1.6,40,35,71.6,73.5,3.6,44.6,4.6,122,49.8,112,rl,2
48.6,45.02,66.45,70.01,31.89,35.61,5.3,2.1,39.8,34.8,71.9,74,3.3,44.4,4.4,122,50.1,112.4,rl,2
48.6,44.98,66.45,70.01,32.43,35.59,5.1,2.5,39.8,34.8,71.6,74.5,3.3,44.4,4.6,121.7,50.1,112.7,rl,2
48.52,44.94,66.45,70.01,31.99,35.6,4.9,2.1,40,35,71.9,74,3.3,44.4,4.6,122.2,50.4,112.7,rl,2
48.52,44.9,66.45,70.05,32.68,35.59,4.9,1.8,40,35,71.6,73.5,3.5,44.4,4.4,122,50.4,113.3,rl,2
48.52,44.9,66.49,70.1,32.3,35.58,4.9,2.4,40,35,72.2,74.5,3.2,44.4,4.4,122,50,113.3,rl,2
53.56,44.66,81.03,89.26,79.51,71.33,6.7,4.3,37.7,33,93.5,111.2,8.4,41.9,4,117.1,23.6,113.1,rl,2
53.39,44.41,81.11,89.42,80.25,72.24,6.4,4.3,37.7,33,93.7,111.7,8.6,41.5,3.7,117.1,23.7,113.1,rl,2
51.39,41.87,81.15,90.16,85.82,78.42,5.2,3.8,36.5,31.9,93.7,111.7,8.6,39.6,3.3,117.1,23.1,112.9,rl,2
46.23,39.82,80.7,86.92,57.36,56.75,2.4,2.1,37.6,32.9,88.9,102.3,2.7,38.7,1.3,116,27.1,112.4,rl,2
46.19,39.82,80.66,86.8,56.86,56.07,2.4,1.7,37.4,32.7,88.3,101.3,2.7,38.9,1.5,116,27.7,112.4,rl,2
46.72,40.6,80.46,86.43,54.53,55.85,3.6,2.8,36.9,32.2,88.9,102.3,5.6,39.6,2.7,118.1,29.4,112,rl,2
47.05,40.93,80.66,86.6,54.49,56.74,3.6,2.6,37.1,32.4,89.1,102.8,5.8,39.8,2.7,118.8,29.9,112,rl,2
47.09,40.97,80.7,86.68,54.8,56.46,4,3.1,36.9,32.2,89.4,103.2,5.9,39.8,2.7,118.8,29.4,112,rl,2
43.61,40.11,80.37,84.18,31.1,43.45,2.7,1.2,37.4,32.7,85.2,95.8,2.2,39.8,2.2,130.4,45.2,113.3,rl,2
43.4,39.87,80.37,84.18,31.75,43.49,2.4,0.9,37.6,32.9,84.9,95.3,0.8,39.6,2.2,129.6,44.7,114,rl,2
43.36,39.91,80.29,84.06,31.05,42.86,1.8,0.3,38,33.2,84.6,94.3,0.9,39.8,1.9,129.8,45.5,114,rl,2
43.52,40.03,80.21,83.93,31.14,42.9,2.4,0.8,37.7,33,84.6,94.8,0.8,39.9,2.2,130.1,45.8,114.5,rl,2
43.57,40.07,80.25,83.93,31.16,42.9,2.2,0.6,37.7,33,84.6,94.8,0.9,39.9,2.2,130.1,45.8,114.7,rl,2
43.61,40.15,80.25,83.98,30.87,42.88,2.4,0.5,37.7,33,84.3,94.3,0.9,40.1,2.1,130.1,45.8,114.9,rl,2
43.65,40.19,80.25,83.93,30.8,42.92,2.4,0.3,37.7,33,84.3,94.3,1.5,39.9,1.9,130.4,45.8,115.1,rl,2
52.37,41.99,70.06,79.76,92.73,69.35,5.5,4.3,36.2,31.6,84,93.8,8.8,39.4,3.2,105.1,21.1,112.9,rl,2
52.49,41.83,70.22,80.17,95.2,71.07,5.9,4.6,35.8,31.3,84.6,94.8,9.3,39.1,3.1,105.3,20.4,112.2,rl,2
52.53,41.79,70.34,80.37,96.62,72.41,6.2,4.6,35.3,30.8,84.6,94.8,9.2,38.7,3.4,105.9,20.8,111.6,rl,2
52.45,41.54,70.34,80.58,97.96,74.53,6.7,5.3,34.7,30.3,85.5,96.3,9.6,38.2,3.2,106.5,21.2,111.1,rl,2
52.45,41.54,70.34,80.66,97.48,75.64,6.9,5.5,34.5,30.1,85.7,97.3,9.5,38,3.5,106.9,21.2,110.5,rl,2
52.61,41.63,70.47,80.78,98.78,76.02,7,5.2,34.5,30.1,85.7,96.8,9.8,38,3.6,107.3,21.4,110.3,rl,2
52.7,41.71,70.47,80.78,97.78,75.93,7.1,5.5,34.4,30,86,97.3,9.8,38,3.5,107.3,21.3,110.3,rl,2
45.78,39.33,70.06,76.28,57.47,49.44,3.2,2.2,36.2,31.6,78.2,83.9,4,38.2,2.2,105.7,27.3,108.8,rl,2
45.82,39.33,70.1,76.32,58.23,49.32,3.2,2.2,35.6,31.4,78.2,83.9,3.6,38.2,2.2,105.7,27.3,108.8,rl,2
45.78,39.33,70.1,76.32,57.86,49.44,3.2,2.4,36,31.4,78.6,84.4,4,38.2,2.2,105.9,27.3,108.8,rl,2
45.82,39.37,70.1,76.28,58.25,49.4,3.2,2.2,36,31.4,78.6,84.4,3.8,38.2,2.6,105.9,27.9,108.6,rl,2
45.82,39.37,70.14,76.32,57.9,49.44,3.4,2.2,35.8,31.3,78.6,84.4,4,38.2,2.6,106.1,27.3,108.6,rl,2
45.86,39.37,70.14,76.36,57.63,49.44,3.2,2.4,36,31.4,78.6,84.4,4.2,38.4,2.4,106.1,27.3,108.8,rl,2
43.44,40.07,70.47,74.07,30.35,37.4,2.5,0.6,37.4,32.7,74.7,78.4,2,39.8,2.4,121.5,46.8,109.6,rl,2
43.2,39.87,70.51,74.03,29.88,37.38,2.6,0.8,37.2,32.5,74.7,78.4,0.6,39.8,2.6,120.9,46.2,110.7,rl,2
43.52,40.32,70.06,73.41,28.86,36.11,2.5,1.3,37.7,33,74.4,78,1,40.1,2.4,123.2,48.8,111.3,rl,2
43.48,40.19,70.34,73.78,29.51,36.85,2.7,1.2,37.4,32.7,75,78.9,2,39.9,2.5,123.2,48.2,112,rl,2
43.52,40.23,70.38,73.78,29.59,36.82,2.8,1.2,37.4,32.7,75,78.9,2.5,39.9,2.5,123.2,48.5,112.2,rl,2
43.52,40.23,70.34,73.78,29.44,36.82,2.8,1.5,37.2,32.5,75.3,79.4,3,39.9,2.5,123.5,48.2,112.9,rl,2
43.57,40.32,70.34,73.78,28.98,36.91,2.8,1.5,37.4,32.7,75.3,79.4,3,39.9,2.5,123.5,48.2,113.1,rl,2
43.57,40.32,70.38,73.78,29.13,36.93,3.1,1.2,37.1,32.4,75,78.9,3.1,39.9,2.8,123.7,48.7,112.9,rl,2
49.46,39.95,65.18,74.07,85.42,60.43,5.2,3.5,34.7,30.3,77.3,82.4,7,37.7,3,99.8,22.5,110.5,rl,2
49.46,39.99,65.06,73.9,84.49,60.38,5.4,3.5,34.5,30.1,77.3,82.4,7.2,37.7,3.3,100.1,22.8,110.3,rl,2
49.54,40.07,65.1,73.94,85.24,60.1,5.5,3.1,34.4,30,76.9,81.9,7.5,37.7,3,99.9,22.5,109.6,rl,2
49.58,40.11,65.1,73.94,85,60.38,5.6,4.1,34.5,30.1,77.9,83.4,6.6,37.8,3.4,100.1,23.2,109.6,rl,2
49.63,40.11,65.1,73.9,85.14,60.09,5.6,3.8,34.5,30.1,77.6,82.9,7.8,37.7,3.3,99.9,22.5,109.2,rl,2
49.58,40.15,65.1,73.9,84.21,60.05,5.6,3.5,34.5,30.1,77.3,82.4,6.8,37.7,3.2,100.1,22.6,109,rl,2
49.63,40.15,65.14,73.94,85.12,60.16,5.6,3.8,34.7,30.3,77.6,82.9,7.8,37.7,3.2,99.9,22.3,108.8,rl,2
49.67,40.19,65.1,73.9,84.68,60.51,5.6,3.4,34.5,30.1,77.3,82.4,7.2,37.7,3.3,99.9,22.8,108.4,rl,2
47.74,41.01,65.22,71.53,60.53,47.89,5.9,3.6,35.1,30.6,74.7,78.4,6.3,39.1,3.8,103.9,29,108.2,rl,2
47.66,40.97,65.27,71.61,60.14,47.59,6.2,3.9,34.7,30.3,74.7,78.9,6,38.9,4.2,103.9,29.2,108.2,rl,2
47.66,40.89,65.27,71.65,60.31,47.68,5.9,3.5,35,30.5,74.7,78.4,6.3,38.9,4.2,104.1,29.1,108,rl,2
47.62,40.89,65.31,71.61,60.56,48.3,6,3.8,34.7,30.3,75,78.9,6,38.9,4.4,104.1,29.4,108,rl,2
47.62,40.85,65.35,71.69,60.67,47.85,6.2,3.3,34.5,30.1,74.7,78.4,6.3,38.9,3.9,103.9,29.4,108,rl,2
47.62,40.85,65.35,71.69,60.46,47.81,6.2,3.9,34.7,30.3,75.3,79.4,5.8,38.7,3.7,104.1,28.8,108,rl,2
47.66,40.89,65.39,71.73,60.6,47.92,5.7,3.9,34.7,30.5,75,78.9,6.4,38.9,3.7,104.1,29.1,108,rl,2
47.7,40.89,65.39,71.77,60.72,48.39,6.2,3.6,34.7,30.3,75,78.9,6.1,38.9,4,103.9,29.1,107.7,rl,2
47.7,40.93,65.39,71.77,60.37,48.46,6.2,3.6,34.7,30.3,75,78.9,6.6,38.9,4.2,104.1,28.8,107.7,rl,2
47.74,40.93,65.43,71.81,61.08,48.49,6,3.8,34.7,30.3,75.3,79.4,6.6,38.9,4.4,104.1,28.8,107.5,rl,2
43.89,40.44,64.65,68.21,30.71,34.66,3,1.7,37.4,32.7,69.5,70.5,2.3,39.8,2.5,116.4,47.2,109,rl,2
43.93,40.44,64.65,68.21,31.03,34.97,4.4,2,36.2,31.6,69.9,71,2.8,39.9,3.9,117.1,47.6,109.2,rl,2
43.97,40.4,64.65,68.25,31.7,35.15,4.1,2,36.2,31.7,70.3,71.5,3.8,39.9,3.6,117.4,47.3,109.6,rl,2
43.93,40.4,64.81,68.38,31.67,35.27,3.9,2.2,36.5,31.9,70.3,71.5,3.6,39.9,3.4,117.4,47.1,109.8,rl,2
43.89,40.36,64.9,68.46,31.66,35.29,3.9,2,36.5,31.9,70.3,71.5,3.1,39.8,3.3,117.6,47.5,110.3,rl,2
43.89,40.36,64.9,68.46,31.58,35.26,3.5,1.6,36.7,32.1,69.9,71,2.7,39.9,3.4,117.1,47.9,110.5,rl,2
43.89,40.36,64.86,68.42,31.62,35.29,3.7,1.6,36.5,31.9,69.9,71,3.2,39.9,3.6,117.1,47.5,110.7,rl,2
43.85,40.32,64.86,68.42,31.77,35.2,4.1,1.6,36.3,31.7,69.9,71,3.8,39.9,3.6,117.1,47.2,110.9,rl,2
43.85,40.32,64.77,68.38,31.46,35.19,3.9,1.2,36.2,31.7,70.3,71.5,3.6,39.9,3.6,117.4,47.1,111.1,rl,2
61.42,51.17,86.23,95.85,91.75,81.5,8,1.8,42.9,38,97.7,119.6,6.7,47.8,4.9,122.2,24.7,112.4,rl,3
61.34,51,86.31,95.97,93.01,82.52,8.3,2.1,42.8,37.9,98,120.1,7.2,47.7,5.1,122.5,24.5,113.3,rl,3
61.34,51,86.35,96.05,92.91,83.64,8.4,2.6,42.4,37.5,98.7,121.6,8,47.5,5.1,122.5,23.8,113.8,rl,3
61.25,50.84,86.35,96.22,93.04,84.62,8.7,3.9,42.1,37.2,100,124.1,8.8,47.2,5.1,123.2,23,114.2,rl,3
61.25,50.8,86.35,96.26,94.06,85.49,8.5,4,42.1,37.2,100.2,124.6,9.2,47.2,5.1,123.2,23,114.9,rl,3
61.21,50.72,86.43,96.38,94.15,85.94,8.3,4.2,42.3,37.4,100.2,125.1,9,47.2,4.7,123.7,23.3,115.1,rl,3
61.17,50.63,86.39,96.34,94.21,85.73,8.6,4,42,37.1,100.2,124.6,9.4,47,4.7,123.5,23.3,115.6,rl,3
61.17,50.63,86.39,96.34,95.21,85.59,8.5,3.8,42.1,37.2,100,124.1,9.2,47,4.9,123.7,23.5,115.6,rl,3
61.17,50.68,86.35,96.3,93.95,85.65,8.6,4,42.1,37.1,100.2,124.6,9.2,47,5,123.5,23.3,116.2,rl,3
61.17,50.68,86.39,96.34,94.63,85.54,8.5,4.1,42.1,37.2,100.2,124.6,9.2,47,4.9,123.7,23.3,116.4,rl,3
61.25,50.8,86.35,96.3,94.35,85.54,8.7,4,42,37.2,100.2,124.6,9,47.2,5.2,123.5,23.3,116.4,rl,3
56.67,50.35,85.57,91.59,56.39,57.47,7.3,2.3,43.1,38.2,93.7,111.7,5.5,48.5,5.4,127.1,33.1,117.6,rl,3
56.79,50.43,85.57,91.63,57.12,57.67,7.5,2.3,42.9,38,93.7,111.7,5.5,48.5,5.6,127.1,33.4,117.4,rl,3
56.79,50.35,85.53,91.63,57.65,57.66,7.6,1.9,42.8,37.9,93.5,111.2,5.3,48.5,5.4,126.8,33.3,117.6,rl,3
56.79,50.43,85.57,91.59,57.07,57.66,7.3,1.9,43.1,38.2,93.5,111.2,5.4,48.5,5.4,126.8,33.6,117.6,rl,3
57,50.63,85.66,91.71,57.12,57.92,7.9,2.4,42.8,38,93.7,111.7,5.4,48.7,5.6,127.1,33.4,117.6,rl,3
57.08,50.63,85.78,91.88,57.98,58.28,7.7,2.3,43.1,38.2,94,112.2,5.5,48.7,5.5,127.1,32.8,117.6,rl,3
53.88,50.51,85.94,89.34,30.34,42.7,6.3,1.3,44.3,39.5,90.5,105.2,3.5,50,5.7,144.7,54.2,120.4,rl,3
53.88,50.51,85.98,89.34,30.22,42.65,6.3,1.3,44.1,39.3,90.5,105.2,3.3,50,5.9,144.7,54.6,121.2,rl,3
53.88,50.47,85.9,89.3,30.78,42.77,6.6,1.3,44,39.2,90.5,105.2,3.3,50,5.9,145.1,54.6,121.5,rl,3
53.88,50.43,85.94,89.34,31.13,42.8,6.3,1.2,44.1,39.3,90.2,104.7,3.7,50,5.9,144.7,54.5,121.7,rl,3
53.8,50.43,85.86,89.26,30.44,42.82,6.4,1.5,44,39.2,90.5,105.2,3.2,49.3,5.2,144.3,54.6,122,rl,3
53.8,50.39,85.86,89.26,30.41,42.82,6.4,1.3,43.8,39,90.5,105.2,3.5,50,6,144.7,54.2,122.5,rl,3
53.76,50.35,85.82,89.26,30.6,42.72,6.1,1.5,44.1,39.5,90.5,105.2,3.5,49.8,5.5,144.7,54.2,122.7,rl,3
61.42,49.98,76.36,87.25,103.3,77.94,9,4.4,40.8,35.9,91.2,106.7,9.5,46.1,5.3,113.1,21.9,117.4,rl,3
61.29,49.86,76.2,87.05,103.2,77.79,9,4.4,40.8,35.9,91.2,106.7,9.7,45.9,5.1,113.3,21.6,116.2,rl,3
61.29,49.86,76.28,87.09,102.9,77.8,8.8,4.2,40.8,35.8,91.2,106.7,9.2,45.9,5.3,113.1,21.7,115.6,rl,3
57.36,50.8,76.36,82.58,59.13,50.84,8.8,2.1,42.1,37.2,84.6,94.8,5.1,48.7,6.7,118.3,33.7,114.2,rl,3
57.36,50.8,76.36,82.62,58.86,50.89,8.9,2.6,42.3,37.1,84.6,94.8,5.5,48.7,6.7,118.3,33.7,114.5,rl,3
57.36,50.8,76.36,82.62,58.7,50.84,8.5,2.3,42.4,37.5,84.9,94.8,5.5,48.5,6.3,118.5,33.4,114.5,rl,3
57.36,50.8,76.28,82.58,58.96,50.82,8.8,2.6,42.1,37.2,84.9,95.3,4.9,48.7,6.6,118.1,33.8,114.7,rl,3
57.36,50.8,76.24,82.46,58.75,50.86,8.8,2.7,42.1,37.2,84.9,95.3,5.4,48.7,6.3,118.3,33.7,114.7,rl,3
57.4,50.8,76.36,82.62,59.11,50.89,8.6,2.6,42.3,37.4,84.9,95.3,5.4,48.5,6.4,118.3,33.2,114.5,rl,3
57.4,50.8,76.36,82.62,59.03,50.86,8.8,2.6,42.1,37.2,84.9,95.3,5.1,48.7,6.4,118.3,33.2,114.7,rl,3
57.4,50.8,76.4,82.62,59.77,50.92,8.5,2.1,42.4,37.5,84.6,94.8,5.4,48.7,6.6,118.3,33.4,114.7,rl,3
57.36,50.8,76.32,82.58,59.33,50.93,8.6,2.4,42.3,37.4,84.9,95.3,5.7,48.7,6.6,118.3,33.4,114.7,rl,3
53.39,50.55,76.07,78.9,25.53,35.64,6.8,1.2,43.8,39,80.1,86.9,2.6,50.1,6,143,62.9,118.1,rl,3
53.31,50.43,76.12,79.02,26.05,35.76,6.2,1,44.1,39.3,80.1,86.9,2.5,50.1,5.8,142.3,61.9,118.5,rl,3
53.19,50.39,76.07,78.94,25.04,35.48,6.9,0.9,43.6,38.8,79.8,86.4,2.5,50,6.5,142,62.2,119.2,rl,3
53.19,50.39,76.07,78.94,25.26,35.57,6.8,1.4,43.8,39,80.4,87.4,2.9,50,6.2,142.6,62.2,119.7,rl,3
53.15,50.35,76.07,78.9,25.24,35.59,6.4,1.2,44,39.2,80.1,86.9,2.3,50.1,6.5,142.3,62.5,120.2,rl,3
53.15,50.35,76.12,78.94,25.12,35.54,6.6,1.4,43.8,39,80.1,86.9,2.9,50,6,142.3,62.5,120.4,rl,3
53.11,50.27,76.16,78.98,25.52,35.54,6.4,1.2,44,39.2,80.1,86.9,2.9,50,6.2,143,62.5,120.7,rl,3
59.04,49.36,71.57,80.7,87.06,62.58,8.3,3.6,40.8,35.8,84,93.8,7.1,46.1,5.3,109,25.2,116.2,rl,3
59.04,49.36,71.57,80.66,86.7,62.69,8.3,3.6,40.8,35.9,84,93.8,7.1,46.1,5.3,108.8,24.8,115.7,rl,3
59.04,49.36,71.53,80.62,86.16,62.59,8.5,3.6,40.8,35.8,84,93.8,7.6,46.1,5.3,109,25,115.1,rl,3
59.08,49.36,71.49,80.62,87.03,62.49,8.7,3.3,40.6,35.6,83.8,93.3,7.3,46.3,5.7,108.6,25,115.1,rl,3
59.12,49.41,71.53,80.66,87.58,62.69,8.7,3.5,40.8,35.9,84,93.8,7.5,46.3,5.5,108.8,24.8,114.7,rl,3
59.12,49.45,71.53,80.66,87.03,62.79,8.7,3.8,40.8,35.9,84.3,94.3,7.3,46.3,5.5,108.6,25.2,114.2,rl,3
59.12,49.45,71.53,80.66,87.32,62.53,8.7,3.8,40.8,35.8,84,93.8,7.3,46.1,5.5,109,25.2,113.8,rl,3
56.26,49.69,66.33,72.51,58.74,44.44,8.8,2.8,41,36.1,75,78.9,4.9,47.5,6.5,109.2,34.2,112.4,rl,3
56.46,50.27,66.21,71.9,55.63,42.73,9.1,2.4,41.3,36.4,74.1,77.5,5,48.2,7,110.1,36,112.4,rl,3
56.59,50.31,66.21,72.02,56.97,43.19,9.4,2.3,41,36.1,74.7,77.5,5.3,48.3,7.3,110.3,35.6,112.4,rl,3
56.59,50.27,66.29,72.06,56.83,43.11,9.3,3,41,36.1,74.7,78.4,4.9,48.2,7.2,110.3,35.9,112.2,rl,3
56.5,50.22,66.25,72.02,56.24,43.12,9.2,2.7,41.2,36.3,74.4,78,4.6,48,6.8,110.3,36,112,rl,3
56.55,50.22,66.29,72.06,56.75,43.11,9.3,2.6,41,36.1,74.4,78,4.9,48.2,7.2,110.1,35.9,112.2,rl,3
56.55,50.22,66.25,71.98,57.07,43.14,9.2,2.4,41.2,36.3,74.1,77.5,4.7,48.2,7,110.1,36,112.2,rl,3
56.55,50.27,66.25,72.02,56.1,43.12,9.3,2.7,41,36.1,74.4,78,4.6,48,7,110.1,35.7,112.2,rl,3
54.05,49.94,65.02,68.91,36.98,35.49,8.6,2,41.6,36.6,70.3,71.5,3,48.8,7.3,119.5,49.2,112.7,rl,3
53.8,49.86,64.49,68.21,35.4,34.57,7.9,2,42.1,37.2,69.9,71,2.7,49,6.7,120.2,50.9,113.1,rl,3
53.8,49.9,64.41,68.09,35.13,34.56,7.8,2,42.3,37.4,69.9,71,3.2,49,6.9,120.7,50.5,113.3,rl,3
53.8,49.86,64.36,68.05,35.43,34.51,8.1,2,42,37.1,69.9,71,2.5,49,6.9,120.9,51,113.3,rl,3
53.8,49.9,64.41,68.01,34.97,34.51,7.9,2.1,42.1,37.2,69.5,70.5,3,48.8,6.9,120.9,51.4,113.6,rl,3
53.8,49.86,64.41,68.01,35.6,34.5,8,1.4,42.1,37.2,69.2,70,2.5,49,6.9,120.9,51.7,113.8,rl,3
53.8,49.86,64.36,68.01,35.25,34.52,8,1.3,42,37.1,69.2,70,2.5,49,7,120.9,51.5,114,rl,3
56.75,47.28,86.02,94.91,85.75,79.68,7.1,1.9,40.1,35.1,96.2,117.6,5.7,44.3,4.2,121.7,25.5,114.5,rl,3
56.79,47.28,86.02,95.03,85.67,80.82,7.2,2,40,35,97,118.1,6,44.1,3.8,122.2,25.7,114.7,rl,3
56.75,47.24,86.11,95.11,85.57,81.13,7.2,3,39.8,34.8,98.2,120.6,7.9,44.1,4.1,122.5,24.3,115.1,rl,3
56.71,47.19,86.07,95.11,85.21,81.04,7,3.5,40,35,98.5,121.1,8,43.9,4.1,122.7,24.2,115.1,rl,3
56.71,47.19,86.07,95.15,85.48,81.16,7.2,3.5,39.8,34.8,98.5,121.1,8,44.1,4.3,122.7,24.2,115.3,rl,3
56.67,47.15,86.02,95.11,85.14,81.09,7.2,3.5,39.8,34.8,98.7,121.6,8.4,43.9,4.3,122.7,24,115.3,rl,3
56.67,47.19,86.11,95.19,84.53,81.2,7,3.5,40,35,98.7,121.6,8.4,44.1,4.3,122.5,23.8,115.6,rl,3
